id,Gender,gender,Age,Under 30,Senior Citizen,*age,age,Married,married,Dependents,Number of Dependents,*num_depnd,num_dep,City,Lat Long,Latitude,Longitude,location,Population,,Satisfaction Score,*score,score,Referred a Friend,Number of Referrals,*num_ref,num_ref,Tenure in Months,,,Offer,,,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category,is_test,is_train,is_train_and_na_churn
5889-JTMUL,Male,,74,No,Yes,74,74,Yes,,No,0,0,,NA,NA,NA,NA,,NA,,1,,,Yes,1,1,1,15,,,None,,,Yes,45.25,NA,Yes,Cable,22,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1345.55,0,0,678.75,2024.3,Competitor,NA,TRUE,0
2165-VOEGB,Male,,76,No,NA,76,76,No,,No,0,0,,Bayside,"40.825486, -124.049485",NA,-124.049485,,NA,,3,,,No,0,0,0,16,,,None,,,Yes,19.18,Yes,Yes,Fiber Optic,22,No,No,No,NA,Yes,No,No,Yes,NA,Yes,Bank Withdrawal,86.6,1281,0,0,NA,1587.88,Dissatisfaction,NA,TRUE,0
2612-PHGOX,Female,,75,No,Yes,75,75,NA,,No,NA,0,,Loleta,"40.665952, -124.240051",40.665952,NA,,1447,,2,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Attitude,NA,TRUE,0
9227-YBAXE,Female,,74,No,Yes,74,74,No,,No,NA,0,,Rio Dell,"40.485849, -124.163234",NA,-124.163234,,3284,,1,,,No,NA,0,0,1,,,None,,,No,0,No,Yes,Cable,5,No,No,No,No,No,No,No,Yes,Month-to-Month,NA,Bank Withdrawal,25.2,25.2,0,0,NA,25.2,NA,TRUE,NA,0
7134-MJPDY,Female,,73,No,Yes,73,73,No,,No,0,0,,Davis,"38.544002, -121.685559",38.544002,-121.685559,,648,,1,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Competitor,NA,TRUE,0
7853-OETYL,Female,,75,No,Yes,75,75,Yes,,No,0,0,,Madison,"38.674276, -121.961866",38.674276,-121.961866,,844,,1,,,Yes,1,1,1,34,,,None,,,Yes,NA,Yes,Yes,Fiber Optic,4,NA,Yes,Yes,No,No,NA,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.55,0,NA,97.92,3315.47,NA,TRUE,NA,0
6242-MBHPK,Female,,65,No,Yes,65,65,No,,No,0,0,,Pleasant Grove,"38.833554, -121.498102",38.833554,-121.498102,,901,,1,,,NA,0,0,0,4,,,None,,,Yes,12.68,No,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,NA,442.85,0,0,NA,493.57,NA,TRUE,NA,0
1282-IHQAC,Female,,77,No,Yes,77,77,No,,No,0,0,,NA,NA,NA,NA,,NA,,NA,,,No,NA,0,0,2,,,None,,,Yes,19.27,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,NA,Yes,Bank Withdrawal,93.85,170.85,0,0,NA,209.39,Other,NA,TRUE,0
6619-RPLQZ,Male,,67,No,Yes,67,67,No,,No,0,0,,Wheatland,NA,39.043387,-121.409837,,3600,,2,,,No,0,0,0,9,,,None,,,Yes,30.8,NA,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.4,732.5,0,0,277.2,1009.7,NA,NA,TRUE,1
5982-FPVQN,NA,,78,No,Yes,78,78,NA,,No,0,0,,Rancho Cordova,"38.591134, -121.161585",38.591134,-121.161585,,299,,1,,,No,0,0,0,5,,,None,,,NA,42.33,No,Yes,Fiber Optic,9,No,No,Yes,No,NA,No,No,Yes,Month-to-Month,Yes,NA,75.55,349.65,0,0,NA,561.3,NA,TRUE,NA,0
5244-IRFIH,NA,,65,NA,Yes,65,65,No,,No,NA,0,,Canyon Dam,"40.171312, -121.120605",40.171312,-121.120605,,86,,NA,,,No,NA,0,0,22,,,Offer D,,,Yes,40.18,Yes,Yes,Fiber Optic,8,No,No,NA,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,NA,2082.95,0,100,883.96,3066.91,Competitor,NA,TRUE,0
2868-SNELZ,Male,,70,No,Yes,70,70,No,,No,0,0,,Forest Ranch,"40.077028, -121.494168",40.077028,NA,,1351,,3,,,NA,0,0,0,15,,,Offer D,,,Yes,NA,Yes,Yes,NA,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.65,1146.65,NA,0,695.7,1842.35,Attitude,NA,TRUE,0
3841-CONLJ,Male,,69,No,NA,69,69,No,,No,0,0,,Grass Valley,"39.099204, -121.137962",39.099204,-121.137962,,NA,,1,,,No,0,0,0,1,,,None,,,Yes,11.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,NA,Yes,Month-to-Month,Yes,NA,NA,74.7,0,0,11.34,86.04,NA,TRUE,NA,0
7511-YMXVQ,Female,,76,No,Yes,76,76,NA,,No,0,0,,NA,NA,NA,NA,,NA,,NA,,,No,0,0,0,1,,,None,,,No,0,No,Yes,NA,26,NA,NA,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,25.8,25.8,0,20,0,45.8,NA,TRUE,NA,0
2229-VWQJH,Male,,71,NA,Yes,71,71,No,,No,0,0,,NA,NA,NA,NA,,NA,,1,,,No,0,0,0,10,,,Offer D,,,Yes,41.37,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,NA,Bank Withdrawal,95.35,898.35,0,0,413.7,1312.05,NA,NA,TRUE,1
7801-KICAO,Female,,76,No,Yes,76,76,No,,No,NA,0,,Fallbrook,NA,33.362575,-117.299644,,42239,,3,,,No,0,0,0,3,,,None,,,Yes,30.14,NA,Yes,DSL,6,No,No,No,No,No,NA,No,No,Month-to-Month,No,NA,45,127.1,NA,NA,90.42,227.52,Competitor,NA,TRUE,0
0196-JTUQI,Male,,77,No,Yes,77,77,Yes,,No,0,0,,Lewiston,"40.704293, -122.803899",40.704293,NA,,1845,,2,,,Yes,NA,1,1,12,,,Offer D,,,Yes,6.97,No,Yes,Fiber Optic,19,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,950.2,0,0,83.64,1033.84,Competitor,NA,TRUE,0
7124-UGSUR,NA,,74,No,Yes,74,74,No,,No,0,0,,Palo Cedro,"40.582399, -122.195512",40.582399,-122.195512,,4931,,2,,,No,0,0,0,2,,,NA,,,Yes,6.51,NA,Yes,Fiber Optic,11,NA,Yes,No,NA,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,165.4,NA,0,13.02,178.42,NA,TRUE,NA,0
7605-BDWDC,Male,,77,No,Yes,77,77,No,,No,0,0,,Round Mountain,"40.923558, -122.059933",40.923558,-122.059933,,NA,,1,,,No,0,0,0,1,,,None,,,NA,49.6,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.8,88.8,0,10,49.6,NA,NA,TRUE,NA,0
0014-BMAQU,Male,,76,No,Yes,76,76,Yes,,No,0,0,,San Diego,"32.957195, -117.202542",32.957195,NA,,NA,,NA,,,Yes,NA,1,1,13,,,Offer D,,,Yes,1.47,No,Yes,Fiber Optic,5,No,NA,No,NA,No,Yes,No,Yes,Month-to-Month,Yes,NA,89.05,1169.35,0,0,19.11,1188.46,Competitor,NA,TRUE,0
7248-VZQLC,Female,,77,No,Yes,77,77,No,,NA,0,0,,San Diego,"32.957195, -117.202542",NA,-117.202542,,28201,,2,,,No,NA,0,0,23,,,Offer D,,,Yes,31.17,No,Yes,Fiber Optic,NA,No,NA,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,NA,94.75,2293.6,0,0,716.91,NA,Competitor,NA,TRUE,0
4316-XCSLJ,Female,,80,No,Yes,80,80,NA,,No,0,0,,San Diego,NA,NA,-117.202542,,28201,,1,,,NA,1,1,1,17,,,NA,,,Yes,36.82,Yes,Yes,NA,6,NA,No,Yes,No,No,NA,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1463.45,0,NA,625.94,2089.39,Competitor,NA,TRUE,0
4713-LZDRV,Male,,68,No,Yes,68,68,No,,No,0,0,,NA,NA,NA,NA,,NA,,1,,,NA,0,0,0,NA,,,None,,,Yes,40.93,No,Yes,DSL,2,No,No,No,No,No,No,No,NA,NA,Yes,Bank Withdrawal,45.05,770.6,0,0,695.81,1466.41,NA,NA,TRUE,1
4781-ZXYGU,Male,,65,No,Yes,65,65,No,,No,0,0,,San Diego,"32.957195, -117.202542",32.957195,-117.202542,,NA,,3,,,No,NA,0,0,1,,,NA,,,NA,NA,No,Yes,Fiber Optic,16,No,No,No,No,Yes,NA,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,79.1,NA,0,NA,121.4,Competitor,NA,TRUE,0
7572-KPVKK,Male,,68,No,NA,68,68,No,,No,0,0,,San Diego,"32.898613, -117.202937",32.898613,-117.202937,,NA,,2,,,No,0,0,0,1,,,Offer E,,,Yes,39.78,No,Yes,Cable,12,No,No,Yes,No,No,NA,No,Yes,Month-to-Month,Yes,Mailed Check,50.15,50.15,0,0,39.78,89.93,Competitor,NA,TRUE,0
7398-LXGYX,Female,,72,No,Yes,72,72,No,,No,0,0,,Hermosa Beach,"33.86532, -118.396336",33.86532,-118.396336,,18693,,1,,,No,0,0,0,1,,,Offer E,,,Yes,34.51,No,Yes,NA,15,No,NA,No,No,No,No,No,Yes,NA,NA,Bank Withdrawal,NA,69.6,0,NA,34.51,104.11,Competitor,NA,TRUE,0
0799-DDIHE,Female,,66,No,Yes,66,66,No,,No,0,0,,Buena Park,"33.845706, -118.012204",33.845706,-118.012204,,44442,,NA,,,No,0,0,0,41,,,None,,,Yes,27.95,Yes,Yes,Fiber Optic,NA,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,NA,Bank Withdrawal,113.2,4689.5,0,0,1145.95,5835.45,NA,NA,TRUE,1
9128-CPXKI,Male,,68,No,Yes,68,68,No,,NA,0,0,,Buena Park,"33.874224, -117.993368",33.874224,-117.993368,,NA,,1,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1
7594-LZNWR,Male,,76,No,Yes,76,76,Yes,,No,0,0,,South Pasadena,"34.110444, -118.156957",34.110444,-118.156957,,23984,,NA,,,Yes,1,1,1,32,,,None,,,Yes,NA,Yes,NA,Fiber Optic,10,No,NA,No,No,NA,Yes,Yes,Yes,NA,No,Bank Withdrawal,85.3,2661.1,0,0,1587.2,4248.3,Competitor,NA,TRUE,0
9122-UMROB,NA,,70,No,Yes,70,70,Yes,,NA,0,0,,Glendale,"34.167926, -118.267539",34.167926,-118.267539,,21990,,2,,,Yes,1,1,1,NA,,,None,,,No,0,NA,Yes,Cable,3,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,NA,Bank Withdrawal,44.85,2572.95,12.07,0,NA,2560.88,Attitude,NA,TRUE,0
6557-BZXLQ,Male,,71,No,Yes,71,71,NA,,No,0,0,,Glendale,"34.136306, -118.26036",34.136306,-118.26036,,NA,,2,,,No,0,0,0,1,,,Offer E,,,NA,15.28,No,Yes,NA,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,45.1,NA,NA,15.28,NA,Attitude,NA,TRUE,0
4727-MCYZG,Male,,75,No,NA,75,75,No,,No,NA,0,,Reseda,"34.200175, -118.540958",34.200175,NA,,NA,,3,,,No,0,0,0,1,,,Offer E,,,No,0,No,Yes,DSL,26,NA,Yes,Yes,No,No,NA,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,43.3,0,0,0,43.3,Other,NA,TRUE,0
0661-KBKPA,Female,,67,No,Yes,67,67,No,,NA,0,0,,Sylmar,"34.321621, -118.399841",34.321621,-118.399841,,81986,,1,,,No,0,0,0,38,,,None,,,Yes,26.1,NA,Yes,DSL,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,2250.65,0,0,991.8,3242.45,Attitude,NA,TRUE,0
1544-JJMYL,Female,,65,No,Yes,65,65,NA,,No,0,0,,NA,"34.177267, -118.31003",34.177267,-118.31003,,11517,,1,,,NA,NA,0,0,35,,,None,,,Yes,15.98,Yes,NA,NA,22,Yes,Yes,No,Yes,Yes,NA,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,3653.35,0,0,559.3,4212.65,Attitude,NA,TRUE,0
6178-KFNHS,Female,,80,No,Yes,80,80,No,,No,0,0,,North Hollywood,NA,NA,-118.387125,,45358,,1,,,No,0,0,0,1,,,Offer E,,,Yes,15.24,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,NA,45.1,45.1,0,0,15.24,60.34,Competitor,NA,TRUE,0
0480-BIXDE,Male,,71,No,NA,71,71,Yes,,No,0,0,,Chino,"33.990646, -117.663025",33.990646,-117.663025,,75319,,3,,,Yes,1,1,1,30,,,None,,,Yes,4.65,No,Yes,DSL,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.4,1527.5,0,0,NA,NA,Attitude,NA,TRUE,0
6797-UCJHZ,Female,,70,No,Yes,70,70,No,,No,0,0,,Claremont,"34.127621, -117.717863",34.127621,-117.717863,,34716,,3,,,NA,0,0,0,5,,,Offer E,,,Yes,12.27,No,Yes,Fiber Optic,20,No,No,No,No,NA,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.95,NA,0,0,61.35,439.75,Attitude,NA,TRUE,0
4791-QRGMF,Male,,73,No,Yes,73,73,No,,No,0,0,,San Diego,"32.825086, -117.199424",32.825086,-117.199424,,51213,,1,,,No,0,0,0,1,,,NA,,,Yes,NA,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,NA,Yes,Month-to-Month,NA,Bank Withdrawal,93.55,93.55,0,0,30.17,123.72,NA,TRUE,NA,0
6979-TNDEU,Male,,78,No,Yes,78,78,NA,,No,0,0,,San Diego,"32.825086, -117.199424",32.825086,-117.199424,,51213,,NA,,,NA,1,1,1,58,,,NA,,,NA,49.38,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,NA,Yes,No,Yes,NA,Yes,Bank Withdrawal,108.85,6287.25,0,NA,2864.04,9151.29,Competitor,NA,TRUE,0
1535-VTJOQ,Female,,76,No,NA,76,76,NA,,No,0,0,,San Diego,"32.825086, -117.199424",32.825086,-117.199424,,51213,,2,,,No,NA,0,0,16,,,None,,,Yes,17.51,Yes,NA,Fiber Optic,7,No,No,No,No,Yes,No,No,NA,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0,0,280.16,1630.31,NA,NA,TRUE,1
8241-JUIQO,Female,,73,No,Yes,73,73,No,,No,0,0,,San Diego,"32.825086, -117.199424",32.825086,-117.199424,,NA,,2,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Competitor,NA,TRUE,0
6754-WKSHP,Female,,68,No,Yes,68,68,Yes,,No,0,0,,San Diego,"32.85723, -117.209774",32.85723,-117.209774,,34902,,NA,,,Yes,1,1,1,5,,,NA,,,Yes,47.28,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81,371.65,40.64,10,236.4,577.41,Competitor,NA,TRUE,0
6954-OOYZZ,Male,,79,No,NA,79,79,No,,No,NA,0,,Desert Center,"33.889605, -115.257009",33.889605,-115.257009,,964,,1,,,No,0,0,0,21,,,None,,,Yes,42.27,No,Yes,Fiber Optic,7,No,No,NA,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,2030.3,10.2,0,887.67,2907.77,NA,NA,TRUE,1
7136-RVDTZ,Female,,67,No,Yes,67,67,No,,No,0,0,,Escondido,"33.141265, -116.967221",33.141265,-116.967221,,48690,,NA,,,No,NA,0,0,43,,,None,,,Yes,31.83,No,Yes,Fiber Optic,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,108.15,4600.7,NA,0,1368.69,5969.39,NA,NA,TRUE,1
9693-XMUOB,Female,,69,No,Yes,69,69,Yes,,No,0,0,,Fallbrook,"33.362575, -117.299644",NA,NA,,42239,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Competitor,NA,TRUE,0
2455-USLMV,Female,,72,No,Yes,72,72,No,,No,0,0,,Wrightwood,"34.358321, -117.618263",34.358321,-117.618263,,4253,,3,,,No,0,0,0,1,,,Offer E,,,NA,18.2,No,Yes,Fiber Optic,13,No,NA,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.55,70.55,0,0,18.2,88.75,Attitude,NA,TRUE,0
9824-QCJPK,Male,,75,No,Yes,75,75,Yes,,No,0,0,,NA,NA,NA,NA,,NA,,3,,,Yes,1,1,1,29,,,None,,,Yes,25.78,Yes,Yes,Fiber Optic,28,No,NA,Yes,NA,NA,Yes,Yes,No,Month-to-Month,Yes,NA,98.5,3004.15,37.55,40,747.62,3754.22,Attitude,NA,TRUE,0
0701-TJSEF,Male,,67,No,Yes,67,67,Yes,,No,0,0,,Murrieta,"33.581045, -117.14719",33.581045,-117.14719,,NA,,NA,,,Yes,1,1,1,13,,,None,,,NA,31.7,Yes,Yes,Cable,6,No,NA,NA,No,Yes,Yes,NA,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.65,48.09,0,412.1,NA,NA,TRUE,NA,0
2075-PUEPR,Male,,72,No,Yes,72,72,Yes,,NA,0,0,,NA,NA,33.82769,-117.102244,,7344,,3,,,Yes,1,1,1,7,,,None,,,Yes,NA,Yes,Yes,Fiber Optic,17,No,No,No,NA,NA,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,527.9,32.46,0,62.44,557.88,Attitude,NA,TRUE,0
4450-YOOHP,Female,,68,No,Yes,68,68,No,,No,0,0,,Irvine,"33.703976, -117.824172",NA,-117.824172,,17621,,1,,,No,0,0,0,2,,,None,,,Yes,NA,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.55,179.25,0,NA,NA,222.39,Competitor,NA,TRUE,0
3012-VFFMN,Female,,68,No,Yes,68,68,No,,No,NA,0,,Corona Del Mar,NA,33.600987,-117.862734,,NA,,3,,,No,0,0,0,1,,,None,,,Yes,43.61,No,Yes,Fiber Optic,2,No,No,No,NA,Yes,Yes,Yes,Yes,Month-to-Month,Yes,NA,91.3,91.3,0,0,43.61,134.91,Attitude,NA,TRUE,0
6077-BDPXA,NA,,75,NA,NA,75,75,Yes,,No,0,0,,Midway City,NA,33.744439,-117.98588,,8660,,NA,,,Yes,1,1,1,7,,,None,,,Yes,16.05,No,Yes,Fiber Optic,22,No,No,NA,No,No,No,NA,Yes,Month-to-Month,Yes,Credit Card,70.1,NA,20.23,0,NA,559.67,Attitude,NA,TRUE,0
4821-WQOYN,Male,,74,No,Yes,74,74,Yes,,No,0,0,,Newport Beach,"33.601309, -117.902304",33.601309,-117.902304,,4242,,2,,,NA,1,1,1,57,,,None,,,Yes,49.91,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,5427.05,12.59,0,2844.87,8259.33,Attitude,NA,TRUE,0
9786-YWNHU,Female,,78,No,Yes,78,78,Yes,,No,0,0,,Newport Beach,"33.62251, -117.927024",33.62251,-117.927024,,NA,,1,,,Yes,4,4,4,NA,,,None,,,Yes,17.35,Yes,NA,Fiber Optic,23,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,100.8,0,0,17.35,118.15,Attitude,NA,TRUE,0
4177-JPDFU,NA,,66,No,Yes,66,66,Yes,,No,0,0,,Santa Ana,NA,NA,NA,,37879,,1,,,Yes,2,2,2,17,,,None,,,Yes,NA,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,NA,0,0,17.85,1251.25,NA,NA,TRUE,1
1101-SSWAG,Female,,73,No,Yes,73,73,No,,No,0,0,,NA,"34.404544, -119.302118",34.404544,-119.302118,,6503,,2,,,No,0,0,0,3,,,NA,,,Yes,18.38,No,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,NA,0,0,55.14,276.09,NA,NA,TRUE,1
7609-YBPXG,Male,,79,No,Yes,79,79,NA,,No,0,0,,Santa Barbara,"34.419203, -119.710008",34.419203,-119.710008,,31727,,1,,,Yes,NA,1,1,66,,,Offer A,,,Yes,28.86,NA,Yes,Fiber Optic,25,No,No,NA,NA,Yes,Yes,NA,Yes,Month-to-Month,Yes,Credit Card,NA,6822.15,0,0,1904.76,8726.91,Competitor,NA,TRUE,0
0282-NVSJS,Male,,69,No,Yes,69,69,Yes,,No,0,0,,Santa Barbara,"34.437945, -119.77191",34.437945,NA,,15757,,3,,,Yes,1,1,1,69,,,NA,,,Yes,NA,Yes,Yes,Fiber Optic,4,NA,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,7318.2,NA,0,3372.72,10690.92,Attitude,NA,TRUE,0
1478-VPOAD,Female,,65,No,Yes,65,65,Yes,,No,0,0,,Temecula,"33.507255, -117.029473",33.507255,-117.029473,,46171,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Competitor,NA,TRUE,0
6807-SIWJI,Female,,68,No,Yes,68,68,No,,No,0,0,,Terra Bella,"35.939068, -119.043666",NA,-119.043666,,5868,,3,,,No,0,0,0,56,,,None,,,NA,NA,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,NA,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,5510.65,NA,0,1936.48,NA,NA,NA,TRUE,1
6599-SFQVE,Female,,79,No,NA,79,79,No,,No,0,0,,NA,NA,NA,NA,,NA,,NA,,,No,0,0,0,21,,,None,,,Yes,NA,Yes,Yes,Fiber Optic,9,NA,No,No,NA,Yes,Yes,No,Yes,Month-to-Month,Yes,NA,94.25,1973.75,NA,0,444.15,2417.9,Competitor,NA,TRUE,0
1157-BQCUW,Female,,80,No,Yes,80,80,No,,No,0,0,,Bradley,NA,NA,-121.004862,,1363,,2,,,No,0,0,0,1,,,None,,,Yes,47.97,No,Yes,Fiber Optic,8,NA,No,No,NA,No,No,NA,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,70.15,0,0,47.97,118.12,NA,NA,TRUE,1
5117-IFGPS,NA,,65,No,Yes,65,65,Yes,,No,0,0,,NA,NA,NA,NA,,NA,,1,,,Yes,1,1,1,40,,,NA,,,Yes,49.5,Yes,NA,Fiber Optic,20,No,NA,No,No,NA,Yes,Yes,Yes,Month-to-Month,Yes,NA,NA,3640.45,0,NA,1980,5620.45,Competitor,NA,TRUE,0
4816-LXZYW,Male,,66,No,Yes,66,66,No,,No,0,0,,Palmdale,"34.598221, -117.79593",34.598221,-117.79593,,6787,,3,,,No,0,0,0,2,,,None,,,No,0,No,Yes,DSL,6,No,No,No,No,NA,No,No,Yes,Month-to-Month,NA,Credit Card,24.45,47.5,0,0,0,47.5,Competitor,NA,TRUE,0
3411-WLRSQ,Male,,NA,No,Yes,72,72,No,,No,0,0,,Clovis,"36.814539, -119.711868",36.814539,NA,,33856,,3,,,No,0,0,0,7,,,None,,,Yes,39.51,Yes,Yes,NA,13,No,NA,No,No,NA,No,No,NA,Month-to-Month,Yes,Bank Withdrawal,84.8,546.95,0,0,276.57,823.52,Competitor,NA,TRUE,0
1335-MXCSE,Female,,74,No,Yes,74,74,No,,No,0,0,,Cutler,NA,36.497895,-119.285484,,5519,,3,,,No,0,0,0,31,,,None,,,Yes,39.36,Yes,Yes,Fiber Optic,4,No,NA,No,No,Yes,Yes,No,NA,Month-to-Month,Yes,Bank Withdrawal,99.95,3186.65,0,0,1220.16,4406.81,Competitor,NA,TRUE,0
8024-XNAFQ,Female,,80,No,Yes,80,80,No,,No,NA,0,,Dunlap,"36.789213, -119.140338",36.789213,-119.140338,,506,,1,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dissatisfaction,NA,TRUE,0
6519-ZHPXP,Male,,74,No,Yes,74,74,No,,No,0,0,,NA,NA,NA,NA,,NA,,1,,,NA,NA,0,0,15,,,None,,,Yes,NA,Yes,Yes,Fiber Optic,9,NA,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.2,1133.9,43.31,0,352.95,1443.54,NA,NA,TRUE,1
5419-KLXBN,Male,,76,No,Yes,76,76,Yes,,No,0,0,,NA,NA,NA,NA,,NA,,1,,,Yes,NA,1,1,46,,,NA,,,Yes,49.11,Yes,Yes,NA,17,Yes,NA,Yes,No,Yes,No,No,NA,Month-to-Month,Yes,Bank Withdrawal,100.7,4541.2,46.64,0,2259.06,6753.62,Dissatisfaction,NA,TRUE,0
4104-PVRPS,Female,,72,No,Yes,72,72,No,,No,0,0,,Jolon,NA,35.930782,-121.189757,,254,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,0
5032-USPKF,Female,,NA,No,Yes,72,72,No,,NA,0,0,,Lockwood,"35.989792, -121.055933",35.989792,NA,,538,,3,,,No,0,0,0,16,,,None,,,NA,32.11,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.4,1581.2,47.2,0,513.76,2047.76,NA,TRUE,NA,0
2777-PHDEI,Male,,75,No,Yes,75,75,No,,No,0,0,,NA,"36.689582, -121.758398",NA,-121.758398,,21759,,2,,,No,NA,0,0,1,,,None,,,Yes,41.2,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,NA,69.5,0,80,41.2,190.7,Price,NA,TRUE,0
7921-BEPCI,Male,,65,No,Yes,65,65,Yes,,No,0,0,,San Lucas,NA,36.125529,-120.864443,,NA,,2,,,Yes,1,1,1,36,,,None,,,Yes,24.54,Yes,Yes,Fiber Optic,5,No,NA,No,No,NA,Yes,Yes,NA,Month-to-Month,Yes,Credit Card,85.25,3132.75,0,0,NA,4016.19,Dissatisfaction,NA,TRUE,0
