index,id,gender,age,married,num_depen,lat,long,pop,score,num_ref,mult_line,offer,phon_serv,int_serv,int_type,onl_sec,onl_back,dev_prot,premium,str_tv,str_movie,str_music,contract,paperless,payment,tenure_month,month_charge,unlimite,avg_gb,avg_long_dist,t_charge,t_refund,t_extra,t_long_dist,t_revenue,churn,is_test,is_train
101,9122-UMROB,Female,70,Yes,0,34.167926,-118.267539,21990,2,1,No,None,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,57,44.85,Yes,3,0,2572.95,12.07,0,0,2560.88,Attitude,FALSE,TRUE
102,6557-BZXLQ,Male,71,No,0,34.136306,-118.26036,17015,2,0,No,Offer E,Yes,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,1,45.1,Yes,14,15.28,45.1,0,0,15.28,60.38,Attitude,FALSE,TRUE
103,4727-MCYZG,Male,75,No,0,34.200175,-118.540958,68018,3,0,No,Offer E,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,43.3,Yes,26,0,43.3,0,0,0,43.3,Other,FALSE,TRUE
104,0661-KBKPA,Female,67,No,0,34.321621,-118.399841,81986,1,0,No,None,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,38,57.15,Yes,27,26.1,2250.65,0,0,991.8,3242.45,Attitude,FALSE,TRUE
105,1544-JJMYL,Female,65,No,0,34.177267,-118.31003,11517,1,0,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,35,100.5,Yes,22,15.98,3653.35,0,0,559.3,4212.65,Attitude,FALSE,TRUE
106,6178-KFNHS,Female,80,No,0,34.187599,-118.387125,45358,1,0,No,Offer E,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,1,45.1,Yes,14,15.24,45.1,0,0,15.24,60.34,Competitor,FALSE,TRUE
107,0480-BIXDE,Male,71,Yes,0,33.990646,-117.663025,75319,3,1,No,None,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30,50.4,Yes,29,4.65,1527.5,0,0,139.5,1667,Attitude,FALSE,TRUE
108,6797-UCJHZ,Female,70,No,0,34.127621,-117.717863,34716,3,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,5,78.95,Yes,20,12.27,378.4,0,0,61.35,439.75,Attitude,FALSE,TRUE
109,4791-QRGMF,Male,73,No,0,32.825086,-117.199424,51213,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,1,93.55,Yes,6,30.17,93.55,0,0,30.17,123.72,,TRUE,FALSE
110,6979-TNDEU,Male,78,Yes,0,32.825086,-117.199424,51213,,1,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,58,108.85,Yes,19,49.38,6287.25,0,0,2864.04,9151.29,Competitor,FALSE,TRUE
111,1535-VTJOQ,Female,76,No,0,32.825086,-117.199424,51213,2,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,16,84.75,,7,17.51,1350.15,0,0,280.16,1630.31,,FALSE,TRUE
112,8241-JUIQO,Female,73,No,0,32.825086,-117.199424,51213,2,0,No,None,Yes,Yes,,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,2,,,,,,,,,,Competitor,FALSE,TRUE
113,6754-WKSHP,Female,68,Yes,0,32.85723,-117.209774,34902,,1,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,5,81,No,11,47.28,371.65,40.64,10,236.4,577.41,Competitor,FALSE,TRUE
114,6954-OOYZZ,Male,79,No,0,33.889605,-115.257009,964,1,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,21,96.8,Yes,7,42.27,2030.3,10.2,0,887.67,2907.77,,FALSE,TRUE
115,7136-RVDTZ,Female,67,No,0,33.141265,-116.967221,48690,,0,No,None,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,43,108.15,Yes,10,31.83,4600.7,0,0,1368.69,5969.39,,FALSE,TRUE
116,9693-XMUOB,Female,69,Yes,0,33.362575,-117.299644,42239,3,0,Yes,None,Yes,Yes,,No,No,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,3,,,,,,,,,,Competitor,FALSE,TRUE
117,2455-USLMV,Female,72,No,0,34.358321,-117.618263,4253,3,0,No,Offer E,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,70.55,Yes,13,18.2,70.55,0,0,18.2,88.75,Attitude,FALSE,TRUE
118,9824-QCJPK,Male,75,Yes,0,,,,3,1,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,29,98.5,No,28,25.78,3004.15,37.55,40,747.62,3754.22,Attitude,FALSE,TRUE
119,0701-TJSEF,Male,67,Yes,0,33.581045,-117.14719,18311,,1,Yes,None,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,13,95.25,Yes,6,31.7,1233.65,48.09,0,412.1,1597.66,,TRUE,FALSE
120,2075-PUEPR,Male,72,Yes,0,33.82769,-117.102244,7344,3,1,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,7,74.4,Yes,17,8.92,527.9,32.46,0,62.44,557.88,Attitude,FALSE,TRUE
121,4450-YOOHP,Female,68,No,0,33.703976,-117.824172,17621,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2,88.55,Yes,28,156.545,179.25,0,0,313.09,222.39,Competitor,FALSE,TRUE
122,3012-VFFMN,Female,68,No,0,33.600987,-117.862734,13422,3,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,1,91.3,Yes,2,43.61,91.3,0,0,43.61,134.91,Attitude,FALSE,TRUE
123,6077-BDPXA,Female,75,Yes,0,33.744439,-117.98588,8660,,1,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,7,70.1,Yes,22,16.05,490.7,20.23,0,112.35,559.67,Attitude,FALSE,TRUE
124,4821-WQOYN,Male,74,Yes,0,33.601309,-117.902304,4242,2,1,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,57,95.25,Yes,21,49.91,5427.05,12.59,0,2844.87,8259.33,Attitude,FALSE,TRUE
125,9786-YWNHU,Female,78,Yes,0,33.62251,-117.927024,22133,1,4,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1,100.8,Yes,23,17.35,100.8,0,0,17.35,118.15,Attitude,FALSE,TRUE
126,4177-JPDFU,Male,66,Yes,0,33.765893,-117.881533,37879,1,2,No,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,17,76.45,Yes,8,1.05,1233.4,0,0,17.85,1251.25,,FALSE,TRUE
127,1101-SSWAG,Female,73,No,0,34.404544,-119.302118,6503,2,0,No,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,3,86.85,Yes,20,18.38,220.95,0,0,55.14,276.09,,FALSE,TRUE
128,7609-YBPXG,Male,79,No,0,34.419203,-119.710008,31727,1,2,Yes,Offer A,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,66,103.3659091,Yes,25,28.86,6822.15,0,0,1904.76,8726.91,Competitor,FALSE,TRUE
129,0282-NVSJS,Male,69,Yes,0,34.437945,-119.77191,15757,3,1,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,69,108.4,Yes,4,48.88,7318.2,0,0,3372.72,10690.92,Attitude,FALSE,TRUE
130,1478-VPOAD,Female,65,Yes,0,33.507255,-117.029473,46171,3,0,No,None,Yes,Yes,,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5,,,,,,,,,,Competitor,FALSE,TRUE
131,6807-SIWJI,Female,68,No,0,35.939068,-119.043666,5868,3,0,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,One Year,Yes,Bank Withdrawal,56,104.75,Yes,4,34.58,5510.65,0,0,1936.48,7447.13,,FALSE,TRUE
132,6599-SFQVE,Female,79,No,0,,,,,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,21,94.25,Yes,9,21.15,1973.75,0,0,444.15,2417.9,Competitor,FALSE,TRUE
133,1157-BQCUW,Female,80,No,0,35.842889,-121.004862,1363,2,0,No,None,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,70.15,Yes,8,47.97,70.15,0,0,47.97,118.12,,FALSE,TRUE
134,5117-IFGPS,Male,65,Yes,0,,,,1,1,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,40,91.01125,Yes,20,49.5,3640.45,0,0,1980,5620.45,Competitor,FALSE,TRUE
135,4816-LXZYW,Male,66,No,0,34.598221,-117.79593,6787,3,0,No,None,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,2,24.45,Yes,6,0,47.5,0,0,0,47.5,Competitor,FALSE,TRUE
136,3411-WLRSQ,Male,72,No,0,36.814539,-119.711868,33856,3,0,Yes,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,7,84.8,,13,39.51,546.95,0,0,276.57,823.52,Competitor,FALSE,TRUE
137,1335-MXCSE,Female,74,No,0,36.497895,-119.285484,5519,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,31,99.95,,4,39.36,3186.65,0,0,1220.16,4406.81,Competitor,FALSE,TRUE
138,8024-XNAFQ,Female,80,No,0,36.789213,-119.140338,506,1,0,Yes,None,Yes,Yes,,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,57,,,,,,,,,,Dissatisfaction,FALSE,TRUE
139,6519-ZHPXP,Male,74,No,0,,,,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,15,74.2,Yes,9,23.53,1133.9,43.31,0,352.95,1443.54,,FALSE,TRUE
140,5419-KLXBN,Male,76,Yes,0,,,,1,2,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,46,100.7,,17,49.11,4541.2,46.64,0,2259.06,6753.62,Dissatisfaction,FALSE,TRUE
141,4104-PVRPS,Female,72,No,0,35.930782,-121.189757,254,3,0,Yes,None,Yes,Yes,,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45,,,,,,,,,,,TRUE,FALSE
142,5032-USPKF,Female,72,No,0,35.989792,-121.055933,538,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,16,96.4,Yes,14,32.11,1581.2,47.2,0,513.76,2047.76,,TRUE,FALSE
143,2777-PHDEI,Male,75,No,0,36.689582,-121.758398,21759,2,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,69.5,No,15,41.2,69.5,0,80,41.2,190.7,Price,FALSE,TRUE
144,7921-BEPCI,Male,65,Yes,0,36.125529,-120.864443,521,2,1,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,36,85.25,,5,24.54,3132.75,0,0,883.44,4016.19,Dissatisfaction,FALSE,TRUE
145,2115-BFTIW,Male,79,No,0,,,,1,0,No,None,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,No,One Year,No,Credit Card,45,62.7,Yes,,10.67,2791.5,0,0,480.15,3271.65,Dissatisfaction,FALSE,TRUE
146,8199-ZLLSA,Male,73,No,0,,,,2,0,Yes,Offer C,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Credit Card,25,105.95,Yes,22,46.34,2655.25,0,0,1158.5,3813.75,Price,FALSE,TRUE
147,3134-DSHVC,Male,79,No,0,37.800254,-122.436975,22920,1,0,Yes,Offer C,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,39,95.65,No,23,41.93,3759.05,0,150,1635.27,5544.32,Other,FALSE,TRUE
148,3677-TNKIO,Female,70,Yes,0,37.820894,-122.369725,1458,2,1,No,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,29,98.9,,,51.25689655,2911.3,0,0,1486.45,4397.75,,FALSE,TRUE
149,0774-IFUVM,Male,71,No,0,37.556634,-122.317723,23393,,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,3,76.05,Yes,,30.25,231.8,0,0,90.75,322.55,Competitor,FALSE,TRUE
150,9948-YPTDG,Male,69,No,0,38.013825,-122.039144,36186,1,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1,69.75,Yes,5,33.84,69.75,0,0,33.84,103.59,Competitor,FALSE,TRUE
151,1150-WFARN,Female,72,No,0,,,,,0,Yes,Offer C,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,33,110.45,No,25,17.24,3655.45,0,70,568.92,4294.37,,FALSE,TRUE
152,5567-GZKQY,Male,72,Yes,0,38.232389,-122.324944,26894,,2,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,7,99.25,,2,42.92,665.45,0,0,300.44,965.89,,TRUE,FALSE
153,7748-UMTRK,Male,67,No,0,37.963995,-122.288296,25399,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19,79.85,Yes,15,16.78,1471.75,0,0,318.82,1790.57,,TRUE,FALSE
154,6007-TCTST,Male,67,Yes,0,37.972662,-122.491452,40239,1,2,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,8,80.45,Yes,2,26.99,583.45,0,0,215.92,799.37,,TRUE,FALSE
155,6897-RWMUB,Female,69,No,0,,,,1,0,Yes,Offer D,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,13,100.8,Yes,28,7.22,1308.1,0,0,93.86,1401.96,,FALSE,TRUE
156,7852-LECYP,Female,75,No,0,37.921137,-122.657562,781,1,0,No,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,10,79.25,Yes,18,7.51,793.55,0,0,75.1,868.65,Competitor,FALSE,TRUE
157,4188-PCPIG,Male,67,No,0,37.233034,-121.947427,24443,,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,5,89.5,Yes,6,45.72,477.7,0,0,228.6,706.3,,FALSE,TRUE
158,6308-CQRBU,Female,66,Yes,0,36.863303,-121.781632,899,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,1,86.05,Yes,23,38.78,86.05,0,0,38.78,124.83,Competitor,FALSE,TRUE
159,1116-DXXDF,Female,72,No,0,,,,,0,No,Offer D,No,Yes,DSL,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,10,34.7,Yes,4,0,329.8,0,0,0,329.8,Other,FALSE,TRUE
160,0594-UFTUL,Male,72,Yes,0,37.375156,-121.795867,60620,1,1,No,Offer D,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,16,74.3,Yes,8,26.12,1178.25,0,0,417.92,1596.17,Competitor,FALSE,TRUE
161,1088-CNNKB,Female,70,No,0,,,,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,9,74.55,Yes,27,17.56,622.9,33.25,0,158.04,747.69,,TRUE,FALSE
162,5440-VHLUL,Male,76,Yes,0,38.071327,-120.632221,4264,1,1,Yes,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,32,104.9,Yes,22,43.51,3351.55,33.73,0,1392.32,4710.14,,FALSE,TRUE
163,9541-PWTWO,Female,67,No,0,37.013471,-121.877877,24227,3,1,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,74.4,No,29,17.36,74.4,0,30,17.36,121.76,,TRUE,FALSE
164,8564-LDKFL,Male,80,No,0,37.4695,-120.672724,809,1,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,8,69.7,Yes,20,14.89,560.85,0,0,119.12,679.97,Dissatisfaction,FALSE,TRUE
165,5808-TOTXO,Female,68,Yes,0,37.605926,-120.69955,1055,1,0,No,None,Yes,Yes,,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,47,,,,,,,,,,Dissatisfaction,FALSE,TRUE
166,6925-BAYGL,Male,80,No,0,33.141265,-116.967221,48690,3,0,No,None,Yes,No,,No,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,55,,No,,,,,,,,,TRUE,FALSE
167,9938-EKRGF,Female,73,Yes,0,33.141265,-116.967221,48690,3,1,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,47,70.55,Yes,26,26.95,3315.85,33.59,0,1266.65,4548.91,,TRUE,FALSE
168,6898-MDLZW,Male,73,No,0,,,,2,0,Yes,None,Yes,Yes,,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,13,,,,,,,,,,,TRUE,FALSE
169,2982-IHMFT,Male,78,Yes,0,39.724433,-123.767578,309,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,41,99.8,Yes,15,22.56,4259.3,8.88,0,924.96,5175.38,Dissatisfaction,FALSE,TRUE
170,1228-FZFRV,Male,68,Yes,0,41.867908,-123.794144,532,,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,5,66.38,,17,2.27,331.9,12.48,0,11.35,330.77,,FALSE,TRUE
171,6407-UTSLV,Male,65,Yes,0,39.955587,-123.681175,200,1,1,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,69,89.95,No,4,16.34,6206.55,70.19,110,1127.46,7373.82,,FALSE,TRUE
172,8039-EQPIM,Male,67,No,0,38.626128,-121.328011,58830,3,0,Yes,Offer D,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,14,74.95,,11,16.32,1036.75,39.29,0,228.48,1225.94,,FALSE,TRUE
173,4226-KKDON,Female,70,No,0,38.69508,-121.271616,43718,,0,No,Offer C,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,32,74.4,,9,33.22,2276.95,44.31,0,1063.04,3295.68,Competitor,FALSE,TRUE
174,4124-MMETB,Male,69,Yes,0,38.313447,-121.123886,1745,3,1,No,None,Yes,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,50,71.05,Yes,24,4.6,3444.85,0,0,230,3674.85,Other,FALSE,TRUE
175,6994-KERXL,Female,73,No,0,38.883224,-121.15918,6096,1,0,No,None,No,Yes,DSL,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,2,39.325,Yes,13,0,78.65,0,0,0,78.65,,FALSE,TRUE
176,1501-SGHBW,Male,74,No,0,38.759751,-121.288545,30614,1,0,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,23,106.4,Yes,,17.62,2483.5,0,0,405.26,2888.76,,TRUE,FALSE
177,1422-DGUBX,Female,78,No,0,38.419525,-122.521585,1653,3,0,Yes,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,2,85.55,Yes,25,5.49,187.45,0,0,10.98,198.43,Dissatisfaction,FALSE,TRUE
178,2275-RBYQS,Male,72,Yes,0,38.584505,-121.491956,16599,3,1,No,Offer C,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,30,79.65,Yes,4,6.23,2389.5,0,0,186.9,2552.05,,TRUE,FALSE
179,7551-DACSP,Female,78,Yes,0,38.685069,-121.543709,854,3,0,No,None,Yes,Yes,,No,No,No,No,No,No,No,Two Year,No,Credit Card,71,,,,,,,,,,,FALSE,TRUE
180,9101-BWFSS,Female,75,No,0,38.646096,-121.442433,34894,,0,No,None,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,16,59.4,Yes,16,156.51125,950.4,0,0,2504.18,1613.18,Price,FALSE,TRUE
181,2302-OUZXB,Female,75,No,0,39.449794,-121.936372,303,1,0,Yes,Offer C,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,38,99.55,Yes,2,47.39,3734.25,0,0,1800.82,5535.07,Dissatisfaction,FALSE,TRUE
182,6784-XYJAE,Male,76,No,0,39.562239,-121.14836,282,3,0,No,Offer E,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,2,95.1,,20,12.96,180.25,0,0,25.92,206.17,,FALSE,TRUE
183,9696-RMYBA,Male,70,Yes,0,39.971228,-121.041166,6189,,1,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,17,78.18823529,Yes,16,9.5,1329.2,0,0,161.5,1490.7,Competitor,FALSE,TRUE
184,5176-OLSKT,Male,67,Yes,0,,,,1,1,No,Offer E,No,Yes,DSL,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,3,36.45,Yes,20,0,93.7,0,0,0,93.7,Competitor,FALSE,TRUE
185,9626-VFRGG,Female,69,No,0,40.022184,-121.062384,73,1,0,No,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,1,25.05,Yes,21,0,25.05,0,0,0,25.05,Competitor,FALSE,TRUE
186,7883-ROJOC,Female,70,Yes,0,41.171578,-120.913161,615,1,1,No,Offer B,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Credit Card,43,55.55,,21,0,2342.2,0,0,0,2342.2,Competitor,FALSE,TRUE
187,2085-JVGAD,Male,74,Yes,0,39.884395,-122.587513,263,1,2,Yes,None,Yes,Yes,DSL,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,10,86.65,Yes,4,46.5,856.65,0,0,465,1321.65,,TRUE,FALSE
188,1016-DJTSV,Female,77,No,0,40.186772,-122.388361,26438,,0,Yes,Offer C,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,37,106.75,Yes,2,41.85,4056.75,0,0,1548.45,5605.2,Price,FALSE,TRUE
189,7593-JNWRU,Male,66,Yes,0,40.012675,-120.101857,1177,1,2,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,12,101.5458333,Yes,4,48.5,1218.55,0,0,582,1800.55,,TRUE,FALSE
190,7270-BDIOA,Male,70,Yes,0,39.600599,-120.636358,348,2,0,No,None,Yes,No,,Yes,Yes,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,52,,No,,,,,,,,Other,FALSE,TRUE
191,1047-NNCBF,Female,68,No,0,39.24124,-120.054765,678,2,0,No,None,Yes,Yes,,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Mailed Check,0,,,,,,,,,,Dissatisfaction,FALSE,TRUE
192,5062-CJJKH,Female,47,No,0,34.027337,-118.28515,45025,1,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,1,78.45,Yes,13,18.37,78.45,0,0,18.37,96.82,Dissatisfaction,FALSE,TRUE
193,6645-MXQJT,Male,72,No,0,32.898613,-117.202937,4258,3,0,Yes,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,9,84.72222222,Yes,21,12.91,762.5,0,0,116.19,878.69,Competitor,FALSE,TRUE
194,4702-HDRKD,Male,73,No,0,,,,,0,No,Offer C,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,38,65.71973684,Yes,,5.75,2497.35,0,0,218.5,2715.85,Price,FALSE,TRUE
195,1430-SFQSA,Male,70,No,0,34.099869,-118.326843,30568,2,0,No,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,51,97.8,Yes,11,19.49,4913.3,0,0,993.99,5907.29,,TRUE,FALSE
196,8067-NIOYM,Female,68,No,0,34.110845,-118.259595,29310,,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,5,83.15,Yes,25,41.83,446.05,0,0,209.15,655.2,,TRUE,FALSE
197,0582-AVCLN,Female,77,No,0,33.993991,-118.39704,31963,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,2,79.2,Yes,25,23.46,158.4,0,0,46.92,205.32,Price,FALSE,TRUE
198,9971-ZWPBF,Female,72,No,0,34.019323,-118.391902,15195,1,0,No,None,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,2,54.85,Yes,6,25.74,104.2,0,0,51.48,155.68,,FALSE,TRUE
199,8421-WZOOW,Male,71,Yes,0,,,,,1,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1,95.1,Yes,11,4.89,95.1,0,0,4.89,99.99,Price,FALSE,TRUE
