gender,age,married,num_depen,lat,long,pop,score,num_ref,mult_line,offer,phon_serv,int_serv,int_type,onl_sec,onl_back,dev_prot,premium,str_tv,str_movie,str_music,contract,paperless,payment,tenure_month,month_charge,unlimite,avg_gb,avg_long_dist,t_charge,t_refund,t_extra,t_long_dist,t_revenue,churn
Male,70,Yes,0,39.600599,-120.636358,348,2,0,No,None,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,52,78.45,No,13,18.37,78.45,0,0,18.37,96.82,5
Female,68,No,0,39.24124,-120.054765,678,2,0,No,None,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Mailed Check,0,78.45,Yes,13,18.37,78.45,0,0,18.37,96.82,2
Female,47,No,0,34.027337,-118.28515,45025,1,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,1,78.45,Yes,13,18.37,78.45,0,0,18.37,96.82,2
Male,72,No,0,32.898613,-117.202937,4258,3,0,Yes,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,9,84.72222222,Yes,21,12.91,762.5,0,0,116.19,878.69,1
Male,73,No,0,34.099869,-118.326843,30568,2,0,No,Offer C,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,38,65.71973684,Yes,11,5.75,2497.35,0,0,218.5,2715.85,4
Female,77,No,0,33.993991,-118.39704,31963,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,2,79.2,Yes,25,23.46,158.4,0,0,46.92,205.32,4
Male,71,Yes,0,34.015217,-118.109962,62425,1,1,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1,95.1,Yes,11,4.89,95.1,0,0,4.89,99.99,4
Male,80,Yes,0,34.015217,-118.109962,62425,3,1,Yes,Offer B,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,51,93.8,Yes,30,22.14,4750.95,0,0,1129.14,5880.09,2
Male,66,Yes,0,33.847755,-118.112532,27563,3,0,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,72,104.15,Yes,2,6.03,7689.95,0,0,434.16,8124.11,4
Male,79,No,0,34.128284,-118.047732,30933,1,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,5,91.4,Yes,11,4.59,449.75,0,0,22.95,472.7,2
Male,80,No,0,34.224377,-118.632656,49242,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1,75.35,Yes,18,28.49,75.35,0,0,28.49,103.84,3
Female,78,No,0,34.364153,-118.615583,9937,2,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,11,84.8,Yes,5,4.1,906.85,0,0,45.1,951.95,4
Male,75,No,0,34.207295,-118.400022,57146,1,0,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,5,89.8,Yes,12,36.36,502.6,0,0,181.8,684.4,5
Male,72,Yes,0,32.605012,-116.97595,9278,2,2,Yes,Offer B,Yes,Yes,Cable,No,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,51,84.2,Yes,22,43.58,4294.2,148.15,0,2222.58,6368.63,1
Female,75,Yes,0,33.384345,-117.072619,1831,1,1,No,Offer E,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,4,50.15,Yes,20,6.86,2745.2,0,0,1026.02,128.82,1
Male,70,Yes,0,33.22784,-117.200024,44692,3,1,Yes,Offer C,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,29,95.9,No,21,35.38,2745.2,0,50,1026.02,3821.22,4
Female,77,No,0,33.22784,-117.200024,44692,3,0,No,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,1,25.25,No,15,0,25.25,0,0,0,25.25,4
Female,78,No,0,33.537646,-116.291089,3873,3,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,71.15,No,5,24.75,71.15,0,20,24.75,115.9,1
Female,69,No,0,33.832799,-116.250973,5529,1,0,Yes,None,Yes,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20,79.15,Yes,5,11.82,1520.9,0,0,236.4,1757.3,3
Male,72,No,0,34.003243,-117.138286,31230,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,2,93.85,Yes,15,25.19,196.75,0,0,50.38,247.13,4
Male,71,No,0,34.186211,-117.07683,5395,1,1,Yes,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,66,79.4,No,15,30.03,5154.6,0,150,1981.98,7286.58,1
Female,79,No,0,34.084909,-117.258107,12149,3,0,No,Offer C,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,26,91.25,Yes,27,34.69,2351.8,0,0,901.94,3253.74,3
Male,65,No,0,33.705836,-117.318204,4546,2,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,1,71.65,Yes,25,28.46,71.65,0,0,28.46,100.11,1
Male,77,Yes,0,33.716136,-117.752574,26419,3,1,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,36,95.44722222,Yes,3,16.61,3436.1,0,0,597.96,4034.06,4
Male,65,Yes,0,33.600987,-117.862734,13422,2,1,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,1,70.85,Yes,13,49.6,70.85,0,0,49.6,120.45,4
Male,70,No,0,34.297628,-119.014627,2966,3,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,1,69.1,Yes,12,16.19,69.1,0,0,16.19,85.29,5
Female,74,No,0,34.95703,-117.73045,2241,1,0,No,None,No,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,30,40.3,No,7,0,1172.95,0,100,0,1272.95,5
Female,72,Yes,0,34.613476,-118.256358,34045,1,0,No,None,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1,100.2,Yes,11,21.33,6851.65,0,0,1450.44,8302.09,1
Female,69,Yes,0,36.520537,-120.118055,152,2,0,Yes,None,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,0,24.35,Yes,11,0,41.85,0,0,0,41.85,4
Female,76,No,0,37.45567,-122.407992,17929,1,0,Yes,None,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,68,79.9,No,14,6.66,343.95,0,20,33.3,397.25,3
Male,78,Yes,0,37.266388,-122.26308,148,2,1,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,5,79.9,No,14,6.66,343.95,0,20,33.3,397.25,1
Female,74,Yes,0,37.990118,-122.012188,18650,2,7,Yes,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,43,109.55,Yes,13,8.75,4830.25,0,0,376.25,5206.5,2
Male,71,Yes,0,38.287136,-122.02711,77683,2,6,Yes,None,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,66,100.05,Yes,14,49.85,6871.9,0,0,3290.1,10162,4
Female,70,No,0,37.950248,-122.022455,27394,1,0,Yes,None,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,31,73.9,Yes,2,15.43,2217.15,0,0,478.33,2695.48,3
Male,72,No,0,37.776523,-122.219268,54876,3,0,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,24,101.25,Yes,30,28.98,2440.15,0,0,695.52,3135.67,3
Male,78,No,0,37.980269,-122.342635,55720,2,0,No,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,2,44.15,Yes,25,43.66,92.65,0,0,87.32,179.97,3
Female,74,No,0,38.018065,-122.546024,28403,3,0,Yes,None,Yes,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,8,80.85,Yes,6,13.8,751.65,0,0,110.4,1141.71,1
Male,78,Yes,0,37.924014,-122.511694,9038,1,0,No,None,Yes,Yes,Cable,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,29,80.85,Yes,2,43.34,751.65,0,0,390.06,1141.71,1
Male,67,No,0,37.161544,-121.649371,41707,1,0,No,None,No,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,25.1,Yes,9,0,25.1,0,0,0,25.1,1
Female,80,No,0,37.34667,-121.910019,18197,1,0,No,Offer D,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,17,89.15,Yes,28,30.37,1496.9,0,0,516.29,2013.19,2
Male,74,Yes,0,37.435664,-121.049056,1508,1,1,Yes,Offer B,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,41,83.75,Yes,18,45.84,3273.55,0,0,1879.44,5152.99,1
Female,78,Yes,0,37.40122,-120.514191,23100,1,0,Yes,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,72,89.44791667,Yes,6,25.77,6440.25,0,0,1855.44,8295.69,1
Female,78,Yes,0,37.672906,-120.946594,47613,3,1,Yes,Offer D,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,11,99.55,Yes,14,1.28,1131.2,0,0,14.08,1145.28,1
Female,69,Yes,0,37.421299,-120.599587,11463,1,0,No,None,Yes,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,1,50.55,Yes,2,73.11,50.55,0,0,73.11,73.11,2
Female,74,No,0,38.838088,-122.73203,1591,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,27,85.25,Yes,25,31.17,2287.25,0,0,841.59,3128.84,1
Female,68,Yes,0,40.94338,-123.831799,1584,1,0,Yes,None,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1,85.05,Yes,10,16.37,85.05,0,0,16.37,101.42,1
Female,68,No,0,38.652065,-121.25441,40750,1,0,Yes,None,Yes,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,4,74.9,Yes,29,26.23,299.6,0,0,104.92,426.67,4
Female,75,No,0,38.652065,-121.25441,40750,1,0,No,None,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,25,102.8,Yes,30,36.5,2660.2,0,0,912.5,3572.7,4
Male,73,Yes,0,38.636102,-120.522149,659,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,9,83.85,Yes,13,10.04,790.15,0,0,90.36,880.51,2
Female,72,No,0,38.434138,-121.30587,38534,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,27,88.3,No,11,16.94,2467.75,0,0,457.38,2925.13,5
Female,68,Yes,0,38.809175,-121.171375,11191,1,1,Yes,None,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,56,100.65,No,29,33.81,5688.05,0,130,1893.36,7711.41,3
Female,74,No,0,38.546999,-120.271114,5501,3,1,Yes,None,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,66,80.55,Yes,3,21.7,5265.1,0,0,1432.2,6697.3,3
Female,71,Yes,0,38.546999,-120.271114,5501,1,0,Yes,None,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,19,39.1,Yes,5,0,971.3,0,0,0,971.3,3
Female,66,Yes,0,39.53222,-122.594879,587,1,1,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65,106.25,Yes,30,18.69,6979.8,0,0,1214.85,8194.65,1
Male,76,No,0,39.53222,-122.594879,587,1,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1,94,Yes,29,21.85,94,0,0,21.85,115.85,2
Male,78,No,0,39.117537,-122.284654,4579,1,0,No,None,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,7,73.75,Yes,7,32.4,545.15,0,0,226.8,771.95,3
Male,72,No,0,39.075694,-121.70606,27786,1,0,No,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,44,70.4,Yes,3,2.26,204.7,0,0,6.78,211.48,2
Male,71,No,0,40.789799,-121.474529,397,3,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,3,70.4,Yes,3,2.26,204.7,0,0,6.78,211.48,5
Female,76,Yes,0,40.789799,-121.474529,397,1,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,63,85.7,Yes,26,46.61,3171.15,0,0,1724.57,4895.72,1
Female,75,No,0,40.497441,-121.827524,4231,1,0,Yes,Offer C,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,31,101.6935484,Yes,28,23.33,3152.5,0,0,270.76,3423.26,1
Male,77,Yes,0,33.956228,-118.120993,24908,1,0,Yes,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Two Year,No,Bank Withdrawal,10,85.55,Yes,27,6.01,855.5,0,0,60.1,915.6,3
Female,80,No,0,34.037037,-118.705803,11,3,0,No,Offer E,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,2,79.6,Yes,30,31.91,159.2,0,0,63.82,223.02,4
Male,68,No,0,34.079449,-118.548306,22548,1,0,Yes,Offer D,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,19,90.6,Yes,25,28.12,1660,0,0,534.28,2194.28,4
Male,65,No,0,33.823943,-118.111335,37417,3,0,No,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,47,85.5,No,20,36.58,4042.3,0,50,1719.26,5811.56,5
Female,70,No,0,34.2112,-118.230625,7527,1,0,No,None,Yes,Yes,DSL,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,15,75.3,Yes,11,7.99,1147.45,0,0,119.85,1267.3,1
Male,70,Yes,0,34.159007,-118.087353,32369,1,2,Yes,Offer C,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,24,104.25,Yes,11,49.76,2433.9,0,0,1194.24,3628.14,1
Male,75,No,0,34.122671,-118.112911,13158,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24,69.65,Yes,2,7.23,69.65,0,0,7.23,76.88,1
Male,71,Yes,0,34.506627,-118.699048,22177,1,1,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,36,84.1,Yes,15,197.3472222,3027.6,0,0,7104.5,4161,1
Female,79,Yes,0,34.188339,-118.300942,18112,1,0,No,None,No,Yes,Cable,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,1,36.45,Yes,26,0,36.45,0,0,0,36.45,2
Female,73,Yes,0,34.079934,-118.046695,30211,1,1,Yes,None,Yes,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,47,80.35,No,7,38.31,3825.85,0,90,1800.57,5716.42,2
Female,72,Yes,0,34.079934,-118.046695,30211,1,1,No,Offer C,Yes,Yes,Cable,No,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Credit Card,24,40.65,Yes,29,0,933.3,0,0,0,933.3,2
Female,80,Yes,0,34.083086,-117.737997,46626,2,0,No,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,52,98.75,Yes,7,15.16,1587.55,0,0,242.56,1830.11,2
Male,73,Yes,0,32.787836,-117.232376,46086,1,0,Yes,Offer C,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,37,101.1905405,Yes,19,38.06,3744.05,0,0,1408.22,5152.27,1
Female,79,No,0,32.787836,-117.232376,46086,3,0,No,None,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,5,45.7,Yes,15,0,198,0,0,0,198,1
Female,75,No,0,32.886925,-117.152162,74232,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1,74.45,Yes,16,39.61,74.45,0,0,39.61,114.06,1
Male,72,No,0,32.886925,-117.152162,74232,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,12,99.45,Yes,12,21.89,1200.15,0,0,262.68,1462.83,1
Female,72,No,0,32.886925,-117.152162,74232,1,0,Yes,Offer C,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,26,89.15,Yes,12,9.09,2277.65,0,0,236.34,2513.99,5
Female,77,Yes,0,32.886925,-117.152162,74232,1,1,No,None,No,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1,24.8,Yes,19,0,24.8,0,0,0,24.8,1
Male,67,No,0,34.04597,-117.011825,41575,2,0,Yes,Offer C,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,32,94.3515625,Yes,22,25.45,3019.25,0,0,814.4,3833.65,4
Male,72,Yes,0,34.004379,-117.447864,63999,2,1,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,69.55,Yes,22,12.46,69.55,0,0,12.46,82.01,2
Male,66,No,0,33.796568,-116.924723,21349,1,0,No,None,No,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,71,73.65,Yes,19,39.88,73.65,0,0,39.88,113.53,1
Male,80,No,0,33.475493,-117.219551,3070,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1,73.65,Yes,19,39.88,73.65,0,0,39.88,113.53,3
Female,69,Yes,0,33.477923,-117.705314,27730,1,2,No,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,1,46,Yes,19,7.74,46,0,0,7.74,53.74,1
Male,68,Yes,0,33.570023,-117.773669,25206,3,1,Yes,None,Yes,Yes,Cable,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,44,88.4,Yes,14,24.62,3912.9,0,0,1083.28,4996.18,1
Male,70,Yes,0,34.312945,-118.858169,32984,1,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,69.85,No,30,43.45,69.85,0,40,43.45,153.3,2
Female,65,Yes,0,35.916943,-120.129921,14697,3,1,Yes,Offer C,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,26,84.95,Yes,3,18.26,2169.75,0,0,474.76,2644.51,4
Female,72,No,0,36.301689,-119.018233,13333,1,0,No,None,No,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0,55.8,No,6,0,2109.35,0,80,0,2189.35,3
Female,70,No,0,35.233745,-120.626442,27047,3,0,No,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,10,84.6,Yes,19,16.85,865.55,0,0,168.5,1034.05,3
Female,80,Yes,0,35.059695,-120.604741,7435,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,0,105.5,Yes,19,16.94,6205.5,0,0,982.52,7188.02,3
Female,73,No,0,35.165668,-120.655842,8564,2,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,6,85.15,Yes,30,29.41,503.6,0,0,176.46,680.06,3
Female,79,Yes,0,35.363339,-117.637641,207,1,1,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,20,90.8,Yes,17,4.77,1951,0,0,95.4,2046.4,1
Female,73,Yes,0,33.362575,-117.299644,42239,1,5,No,None,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,27,106.212963,Yes,27,10.19,2867.75,0,0,275.13,3142.88,1
Female,68,No,0,36.545322,-119.642281,26213,1,5,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,One Year,Yes,Bank Withdrawal,68,96.55,Yes,19,1.98,6581.9,0,0,134.64,6716.54,3
Female,70,No,0,36.545322,-119.642281,26213,3,0,No,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,69.65,Yes,5,31.13,69.65,0,0,31.13,100.78,3
Female,68,No,0,37.223,-119.001021,642,1,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1,89.3,Yes,30,30.23,89.3,0,0,30.23,119.53,1
Female,76,No,0,36.739385,-119.753649,47999,1,0,No,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,No,Month-to-Month,No,Credit Card,15,96.3,No,8,19.11,1426.75,0,150,286.65,1863.4,3
Male,68,No,0,36.596271,-121.442274,1140,3,0,Yes,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,9,85.05,No,6,12.18,746.5,0,30,109.62,886.12,3
Male,80,Yes,0,36.125529,-120.864443,521,2,0,No,None,No,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,2,45.25,Yes,20,0,3264.45,0,0,0,3264.45,1
Male,79,No,0,37.369709,-122.215844,6601,2,0,No,None,No,Yes,DSL,No,No,No,No,No,Yes,No,One Year,Yes,Bank Withdrawal,70,45.25,Yes,20,0,3264.45,0,0,0,3264.45,3
Male,78,Yes,0,37.461251,-122.235414,35737,2,0,No,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,71.3,Yes,22,5.71,1389.2,0,0,114.2,1503.4,3
Male,76,Yes,0,37.499411,-122.196318,32368,2,2,No,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21,69.1,Yes,18,19.74,1474.75,0,0,414.54,1889.29,3
Male,78,Yes,0,38.014457,-122.115432,46677,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,40,105,Yes,26,35.43,294.45,0,0,106.29,400.74,2
Male,68,Yes,0,38.489789,-122.27011,63947,2,0,Yes,Offer E,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,3,105,Yes,26,35.43,294.45,0,0,106.29,400.74,3
Female,73,No,0,38.489789,-122.27011,63947,2,1,Yes,Offer C,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,26,93.85,Yes,26,9.28,2381.55,0,0,241.28,2622.83,2
Male,70,Yes,0,37.945288,-122.383941,28450,1,1,Yes,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,3,94.6,Yes,27,32.31,279.55,0,0,96.93,376.48,1
Male,72,Yes,0,37.937082,-122.532369,6773,1,0,No,None,No,Yes,Fiber Optic,No,No,No,Yes,No,Yes,No,Two Year,No,Bank Withdrawal,47,105.3,Yes,29,47.17,7299.65,0,0,3207.56,10507.21,1
Male,72,No,0,37.171727,-122.142961,10520,1,0,Yes,Offer C,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,25,88.95,Yes,23,47.66,2223.75,0,0,1191.5,3482.7,1
Male,66,Yes,0,37.279689,-121.954567,44976,1,1,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,66,110.85,Yes,13,48.87,7491.75,0,0,3225.42,10717.17,1
Male,68,Yes,0,37.114335,-122.237162,857,1,1,No,Offer C,No,Yes,DSL,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,27,38.22222222,No,21,0,1032,0,30,0,1062,2
Female,77,Yes,0,37.270938,-121.851046,36944,2,1,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,1,90.6,Yes,30,13.02,90.6,0,0,13.02,103.62,5
Female,78,No,0,38.169605,-121.310964,4176,2,0,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,47,95.05,No,11,14.22,4504.55,0,0,668.34,5172.89,1
Male,69,Yes,0,37.422961,-120.765493,10159,2,0,No,None,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,72,95.15,No,22,3.62,997.65,0,0,39.82,1037.47,1
Male,77,Yes,0,38.965804,-122.631779,13485,1,0,No,None,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,46,85,Yes,29,36.78,3969.4,0,0,1691.88,5661.28,3
Female,79,No,0,33.840524,-118.148403,30173,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,6,98.25,Yes,9,47.35,560.6,0,0,284.1,844.7,3
