Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,ID,Population,Satisfaction Score,Churn Category
5073-WXOYN,1,Female,36,No,No,No,No,0,United States,California,NA,96010,NA,40.775272,-123.287414,1566,269,4,No Churn
6141-OOXUQ,1,Female,74,No,NA,No,NA,0,United States,California,Ontario,91762,"34.057256, -117.667677",NA,NA,270,54254,4,NA
3799-ISUZQ,NA,Female,50,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
3978-YNKDD,1,Male,55,No,No,No,No,0,United States,NA,Middletown,95461,NA,38.787446,-122.58675,1294,7789,5,No Churn
0322-YINQP,NA,Male,62,NA,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
7402-EYFXX,1,Male,NA,No,No,No,No,0,United States,California,Oakland,94618,"37.84551, -122.235181",37.84551,-122.235181,1030,15438,1,NA
9866-OCCKE,NA,Male,72,No,Yes,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
7873-CVMAW,1,Male,45,No,No,No,No,0,NA,California,NA,95258,"38.169605, -121.310964",NA,-121.310964,1185,4176,3,NA
6365-MTGZX,1,Male,71,No,NA,No,No,0,United States,California,NA,91913,"32.64164, -116.985026",32.64164,-116.985026,296,12884,4,No Churn
4274-DRSQT,1,NA,75,No,Yes,Yes,No,0,United States,California,Chula Vista,91913,"32.64164, -116.985026",32.64164,-116.985026,296,12884,4,No Churn
2504-DSHIH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2894-QOJRX,NA,NA,36,No,No,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8610-ZIKJJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5876-HZVZM,1,NA,26,Yes,No,No,NA,0,United States,California,Weaverville,96093,"40.759401, -122.939337",NA,-122.939337,1628,3749,NA,No Churn
2294-DMMUS,1,NA,42,No,NA,No,No,0,United States,California,San Francisco,NA,"37.791998, -122.408653",37.791998,-122.408653,NA,NA,3,Competitor
6195-MELTI,1,Female,32,NA,NA,Yes,No,0,United States,NA,San Bernardino,NA,"34.105935, -117.2914",NA,-117.2914,NA,NA,1,Dissatisfaction
6906-ANDWJ,1,Female,58,No,No,Yes,No,0,United States,California,Ludlow,92338,"34.702766, -116.093376",34.702766,-116.093376,458,23,1,NA
7044-YAACC,NA,Male,37,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1429-UYJSV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7434-SHXLS,NA,Male,30,No,No,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9283-LZQOH,1,Female,34,No,No,Yes,No,0,United States,California,Wilseyville,95257,"38.392686, -120.415951",38.392686,-120.415951,1184,435,3,No Churn
7162-WPHPM,1,Female,39,No,No,No,No,NA,United States,California,NA,93518,NA,35.358953,NA,759,1022,3,Attitude
7890-VYYWG,NA,Male,42,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Attitude
2662-NNTDK,1,Male,38,No,No,Yes,Yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
6789-HJBWG,1,Female,62,No,NA,Yes,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Competitor
4086-YQSNZ,1,NA,77,No,Yes,No,No,0,United States,California,Madera,93637,NA,36.902954,-120.194274,817,28434,3,No Churn
9863-JZAIC,1,Male,55,No,NA,Yes,No,0,NA,California,NA,93727,"36.751489, -119.68072",NA,-119.68072,857,54701,NA,No Churn
4003-OCTMP,1,Female,28,Yes,No,No,No,0,United States,California,Fresno,93704,"36.799648, -119.801247",36.799648,-119.801247,847,26580,3,No Churn
8473-VUVJN,1,Female,79,No,Yes,No,No,0,United States,California,San Diego,92109,"32.787836, -117.232367",32.787836,-117.232376,361,46086,3,Competitor
9103-CXVOK,1,Female,71,No,Yes,No,No,NA,United States,California,NA,90723,"33.897122, -118.164432",NA,-118.164432,141,55306,2,Dissatisfaction
5146-YYFRZ,1,NA,71,No,Yes,NA,No,0,United States,California,Tarzana,91356,"34.157137, -118.548511",34.157137,-118.548511,214,27424,4,No Churn
4188-PCPIG,1,Male,67,NA,NA,NA,No,0,United States,NA,NA,95032,"37.233034, -121.947427",37.233034,-121.947427,1098,24443,NA,NA
3675-EQOZA,1,NA,NA,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Price
8234-GSZYK,NA,Male,28,Yes,No,No,Yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
0743-HNPFG,1,Male,25,Yes,No,NA,No,0,United States,California,Oakland,94611,"37.828416, -122.216005",37.828416,-122.216005,1028,36517,4,No Churn
6551-VLJMV,1,Male,61,No,No,NA,No,NA,United States,NA,Bangor,95914,"39.396585, -121.38029",39.396585,-121.38029,1497,626,NA,No Churn
6953-PBDIN,1,NA,72,No,Yes,No,No,NA,United States,California,The Sea Ranch,95497,"38.696659, -123.436861",38.696659,-123.436861,1315,752,1,Competitor
8361-LTMKD,1,Female,NA,No,No,No,No,0,United States,California,Caliente,93518,NA,35.358953,-118.527064,759,1022,3,No Churn
7072-MBHEV,1,Male,58,No,NA,No,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
5349-AZPEW,NA,Female,73,NA,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
3976-HXHCE,1,Female,21,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
3583-EKAPL,1,Female,28,Yes,No,No,No,0,United States,California,Anaheim,92806,"33.83796, -117.870494",33.83796,-117.870494,586,34398,1,Competitor
8150-QUDFX,1,Female,36,No,No,Yes,Yes,1,United States,NA,Spreckels,93962,NA,NA,-121.647195,881,407,3,NA
2050-ONYDQ,NA,Female,19,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
1442-BQPVU,1,Male,39,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4537-CIBHB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272-ILHFG,1,Female,60,No,No,Yes,Yes,2,United States,NA,Somes Bar,95568,"41.444606, -123.471895",41.444606,-123.471895,1354,202,5,No Churn
8720-RQSBJ,1,Male,57,No,No,NA,No,0,United States,California,NA,92694,"33.569186, -117.640055",33.569186,-117.640055,572,350,3,Dissatisfaction
0014-BMAQU,1,Male,76,No,Yes,Yes,No,0,United States,California,San Diego,NA,"32.957195, -117.202542",32.957195,NA,NA,NA,NA,Competitor
3716-BDVDB,1,Female,NA,No,No,No,No,0,United States,California,NA,93510,"34.501452, -118.207862",34.501452,-118.207862,753,7831,5,No Churn
8329-IBCTI,1,Male,33,NA,No,No,No,0,NA,California,Santa Clara,95050,"37.351214, -121.952417",37.351214,-121.952417,1107,36349,NA,NA
2606-RMDHZ,1,Male,57,No,No,Yes,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
5077-DXTCG,NA,Female,21,NA,No,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
9710-ZUSHQ,NA,Female,26,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Other
2599-CIPQE,1,Female,NA,Yes,No,Yes,NA,NA,United States,California,Anza,92539,"33.527605, -116.666551",33.527605,-116.666551,508,3745,NA,Other
8974-OVACP,1,Male,NA,NA,No,Yes,No,0,United States,California,El Cajon,92021,"32.832706, -116.873258",NA,-116.873258,323,61872,5,No Churn
3648-GZPHF,1,Female,NA,No,No,No,No,0,United States,California,Berry Creek,95916,"39.657228, -121.37778",39.657228,-121.37778,1498,1279,5,No Churn
6504-VBLFL,1,Female,NA,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
4667-QONEA,1,Male,24,Yes,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
3097-NQYSN,1,Male,53,No,No,No,No,0,United States,California,NA,NA,"36.633498, -119.298895",36.633498,-119.298895,NA,NA,3,No Churn
3012-VFFMN,1,Female,68,No,Yes,No,No,NA,United States,California,Corona Del Mar,NA,NA,33.600987,-117.862734,NA,NA,3,Attitude
2307-FYNNL,1,Male,22,Yes,No,No,No,0,United States,California,San Diego,92111,"32.805518, -117.169052",NA,-117.169052,363,46828,2,Attitude
9272-LSVYH,1,Female,41,No,No,Yes,NA,2,United States,California,Pebble Beach,93953,"36.587497, -121.944815",36.587497,-121.944815,877,4602,NA,No Churn
4404-HIBDJ,1,Female,41,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Competitor
8972-HJWNV,1,NA,NA,NA,No,No,No,0,United States,California,Castro Valley,94546,NA,37.708327,-122.083473,979,41698,3,No Churn
9650-VBUOG,1,Female,49,No,No,Yes,No,0,NA,California,Los Angeles,90044,"33.952714, -118.292061",33.952714,-118.292061,42,87383,4,No Churn
5067-WJEUN,1,Male,38,No,No,No,Yes,3,United States,NA,Pico Rivera,90660,"33.989524, -118.089299",33.989524,-118.089299,127,63288,3,NA
1347-KTTTA,1,Female,NA,No,No,NA,No,NA,United States,California,NA,91316,"34.150354, -118.518292",34.150354,-118.518292,196,27614,3,No Churn
3923-CSIHK,1,NA,30,NA,No,Yes,Yes,1,United States,California,Woodlake,93286,"36.464635, -119.094348",36.464635,NA,701,8870,4,No Churn
3692-JHONH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0961-ZWLVI,1,Male,37,No,No,No,No,0,NA,California,Reedley,NA,"36.636638, -119.421842",36.636638,-119.421842,NA,NA,4,NA
7644-OMVMY,1,Male,53,NA,No,No,No,0,United States,California,South Lake Tahoe,96150,"38.911577, -120.106169",38.911577,-120.106169,1670,33038,3,Dissatisfaction
0307-BCOPK,1,Male,47,No,NA,No,No,0,United States,California,Castro Valley,94546,NA,37.708327,-122.083473,979,41698,4,NA
8246-SHFGA,1,Male,NA,NA,Yes,No,No,0,United States,California,Hacienda Heights,91745,"33.998471, -117.973758",NA,-117.973758,261,53686,3,No Churn
6993-YCOBK,1,Male,71,No,Yes,Yes,No,0,United States,California,Alhambra,NA,NA,34.090925,-118.128164,NA,NA,2,Attitude
8896-BQTTI,1,NA,NA,NA,Yes,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
5133-VRSAB,1,Male,NA,No,NA,Yes,No,0,United States,California,San Jose,95117,"37.311088, -121.961786",37.311088,NA,1123,29914,4,No Churn
5876-QMYLD,1,Male,NA,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
2520-SGTTA,1,Female,52,No,No,No,No,0,United States,NA,Hornbrook,NA,"41.962127, -122.527696",41.962127,-122.527696,NA,NA,3,No Churn
2954-PIBKO,1,Female,48,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
4806-DXQCE,1,Female,NA,No,No,Yes,Yes,3,United States,California,NA,95338,"37.526791, -119.99437",37.526791,-119.99437,1215,10226,NA,No Churn
7197-VOJMM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7874-ECPQJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5956-VKDTT,1,NA,NA,No,No,Yes,NA,0,United States,NA,Tustin,NA,"33.735802, -117.818805",33.735802,-117.818805,NA,NA,3,No Churn
6292-TOSSS,1,Female,72,No,Yes,No,No,0,United States,California,Albion,95410,"39.225694, -123.717354",39.225694,-123.717354,1255,1054,4,No Churn
3413-DHLPB,1,Female,25,Yes,No,No,No,NA,United States,California,Burlingame,94010,"37.57028, -122.365778",37.57028,-122.365778,884,40346,4,NA
3594-UVONA,1,Male,NA,No,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
6807-SIWJI,1,Female,68,No,Yes,No,No,0,United States,California,Terra Bella,93270,"35.939068, -119.043666",NA,-119.043666,691,5868,3,NA
2027-DNKIV,1,Female,73,No,Yes,Yes,No,0,United States,California,NA,92028,"33.362575, -117.299644",33.362575,-117.299644,328,42239,1,Competitor
5351-QESIO,1,Male,62,No,No,Yes,No,0,United States,California,Albany,94706,"37.890274, -122.295192",37.890274,-122.295192,1037,15882,3,Competitor
4580-TMHJU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0939-EREMR,1,Male,27,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
6797-UCJHZ,1,Female,70,No,Yes,No,No,0,NA,California,Claremont,91711,"34.127621, -117.717863",34.127621,-117.717863,247,34716,3,Attitude
5465-BUBFA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6633-MPWBS,1,Male,54,No,NA,Yes,No,0,NA,California,Los Angeles,90038,"34.088017, -118.327168",34.088017,-118.327168,36,32562,4,No Churn
6967-QIQRV,1,Female,NA,No,NA,Yes,No,0,United States,California,San Jose,NA,"37.350284, -121.852855",37.350284,-121.852855,NA,NA,3,Competitor
3126-WQMGH,1,Female,79,NA,Yes,No,No,0,United States,NA,NA,90712,"33.840524, -118.148403",33.840524,-118.148403,135,30173,3,Attitude
4365-MSDYN,1,Male,NA,NA,No,Yes,No,0,United States,NA,Vallejo,94589,"38.161321, -122.271588",NA,-122.271588,1011,42209,3,NA
5609-CEBID,NA,Female,42,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
8104-OSKWT,1,Female,55,No,No,No,No,0,NA,California,Westlake Village,91361,"34.130992, -118.894673",34.130992,-118.894673,216,18735,2,Attitude
9081-WWXKP,1,Male,19,Yes,No,Yes,Yes,3,NA,California,San Francisco,94115,"37.786031, -122.437301",37.786031,-122.437301,925,33122,3,No Churn
0224-RLWWD,1,Female,22,Yes,No,Yes,No,0,United States,California,NA,95370,"37.982716, -120.343732",37.982716,-120.343732,1236,25340,4,No Churn
4029-HPFVY,NA,Male,NA,No,No,No,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
7249-WBIYX,1,Male,58,No,No,Yes,No,0,United States,California,Galt,95632,"38.274451, -121.259201",38.274451,-121.259201,1389,24194,NA,Dissatisfaction
8464-EETCQ,1,Male,66,No,Yes,No,No,0,United States,California,Santa Ynez,93460,"34.630356, -120.032564",34.630356,-120.032564,747,5710,4,No Churn
0655-RBDUG,1,Female,NA,No,No,Yes,No,0,United States,California,NA,94567,"38.672708, -122.403219",38.672708,-122.40321900000001,995,494,2,NA
5120-ZBLAI,1,Male,23,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
1104-FEJAM,1,Male,36,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
8646-JCOMS,1,Male,50,No,No,No,No,0,United States,California,Hawthorne,90250,"33.914775, -118.348083",33.914775,-118.348083,79,93315,NA,Attitude
3806-DXQOM,1,Male,40,No,No,No,No,0,United States,California,Newport Beach,92660,"33.634626, -117.874882",NA,NA,558,28687,4,No Churn
2952-QAYZF,1,NA,63,NA,No,No,No,0,United States,California,San Diego,NA,NA,32.961064,-117.134917,NA,NA,3,NA
2718-YSKCS,1,Female,62,No,No,Yes,Yes,2,United States,California,North Highlands,95660,"38.671295, -121.388251",NA,-121.388251,1409,32202,4,NA
5849-ASHZJ,1,Female,49,No,No,Yes,No,0,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,328,42239,NA,Competitor
0401-WDBXM,1,Female,59,No,No,Yes,Yes,3,United States,California,NA,93203,"35.116307, -118.817644",35.116307,-118.817644,645,16206,5,NA
0363-QJVFX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-MPKCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8085-MSNLK,NA,Female,31,No,No,Yes,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
3026-ATZYV,NA,Male,51,NA,No,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
0829-XXPLX,1,Female,42,No,No,No,No,NA,United States,California,Buttonwillow,93206,"35.451402, -119.488413",35.451402,-119.488413,648,2078,4,No Churn
5781-BKHOP,1,NA,34,No,No,Yes,NA,1,United States,California,NA,95945,"39.194539, -120.988066",39.194539,-120.988066,1520,23990,NA,NA
6128-DAFVY,1,NA,22,Yes,No,No,Yes,1,United States,California,Spreckels,NA,"36.624641, -121.647195",NA,-121.647195,NA,NA,4,No Churn
2862-PFNIK,NA,Male,47,No,NA,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
5485-ITNPC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7776-QWNFX,NA,Male,29,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Dissatisfaction
5671-UUNXD,1,Male,52,No,No,Yes,Yes,3,United States,NA,Wildomar,92595,"33.617108, -117.253349",33.617108,-117.253349,533,19368,4,No Churn
6434-TTGJP,NA,Male,23,Yes,No,No,No,0,United States,California,NA,NA,NA,38.598936,-120.963092,NA,NA,NA,NA
1069-QJOEE,1,Female,NA,No,Yes,Yes,No,0,United States,California,Santa Ysabel,92070,"33.174725, -116.743329",33.174725,-116.743329,344,1143,5,No Churn
5502-RLUYV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5310-NOOVA,1,Male,55,No,No,Yes,NA,1,United States,California,Wildomar,92595,NA,33.617108,-117.253349,533,19368,4,No Churn
0924-BJCRC,NA,Male,NA,NA,No,Yes,No,0,United States,California,San Jose,95110,"37.34667, -121.910019",37.34667,-121.910019,1118,18197,4,No Churn
5143-EGQFK,1,Female,56,NA,No,NA,No,0,United States,California,Rosamond,93560,"34.903052, -118.411251",34.903052,-118.411251,784,14931,4,No Churn
3154-CFSZG,1,Female,47,NA,No,No,No,0,United States,California,Lindsay,NA,"36.205465, -119.085807",36.205465,-119.085807,NA,NA,NA,Competitor
0295-QVKPB,1,Male,69,No,Yes,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Competitor
0942-KOWSM,1,Female,74,NA,Yes,Yes,No,0,United States,NA,Palmdale,93591,"34.598221, -117.79593",NA,-117.79593,788,6787,NA,NA
0960-HUWBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8993-PHFWD,1,Female,79,No,Yes,Yes,No,0,United States,California,NA,90713,"33.847755, -118.112532",33.847755,NA,136,27563,3,NA
2959-MJHIC,1,Female,38,No,No,No,No,0,NA,California,Solvang,93463,"34.624399, -120.137875",34.624399,-120.137875,749,7958,3,NA
1470-PSXNM,1,Female,46,No,NA,No,No,0,United States,California,NA,94963,"38.00474, -122.663717",38.00474,NA,1075,548,5,No Churn
2826-UWHIS,1,Male,57,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Other
1792-UXAFY,NA,Male,19,Yes,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
0742-NXBGR,1,Female,33,No,No,NA,Yes,1,United States,California,San Jose,95113,"37.333851, -121.891147",37.333851,-121.891147,1121,561,3,Price
4749-OJKQU,1,Female,48,No,No,Yes,NA,1,United States,California,Happy Camp,96039,"41.831901, -123.487478",41.831901,-123.487478,1590,1294,4,No Churn
5130-YPIRV,1,Male,65,No,Yes,No,No,0,United States,California,Hamilton City,NA,NA,39.732767,NA,NA,NA,4,NA
2181-UAESM,1,NA,57,No,No,No,No,0,United States,California,Wendel,96136,"40.345949, -120.081187",40.345949,-120.081187,1661,162,NA,Attitude
2661-GKBTK,1,Female,65,No,Yes,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
9170-ARBTB,1,Female,62,No,No,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
3130-ICDUP,1,Male,55,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Competitor
8681-ICONS,1,Female,40,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
5522-NYKPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658-BYGOY,1,Female,45,No,No,Yes,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
6341-JVQGF,1,Female,NA,No,NA,Yes,Yes,1,United States,California,Stockton,95207,"38.002125, -121.324979",38.002125,NA,1152,49965,4,No Churn
3243-ZHOHY,1,NA,28,Yes,No,No,No,0,United States,NA,NA,90292,"33.977468, -118.445475",33.977468,-118.445475,96,18058,1,Dissatisfaction
3451-VAWLI,1,Male,42,No,NA,NA,Yes,3,United States,California,Hoopa,NA,"41.163637, -123.704841",41.163637,NA,NA,NA,4,No Churn
5906-CVLHP,1,Female,69,No,Yes,No,No,NA,United States,NA,Lost Hills,93249,NA,35.637715,-119.893068,675,2502,4,NA
0727-BMPLR,1,Male,NA,No,NA,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
8436-BJUMM,1,Female,NA,No,No,No,NA,0,United States,California,San Francisco,NA,"37.786031, -122.437301",37.786031,-122.437301,NA,NA,2,NA
4676-WLUHT,1,Female,38,No,No,No,NA,0,United States,California,Los Osos,93402,"35.279984, -120.824288",35.279984,-120.824288,716,14859,5,NA
8012-SOUDQ,1,Male,76,No,Yes,Yes,No,0,United States,California,Fontana,92336,"34.136367, -117.460803",34.136367,-117.460803,456,54586,NA,NA
5712-VBOXD,1,Female,NA,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
3389-YGYAI,1,Female,42,No,No,No,No,0,United States,California,Rio Linda,NA,"38.688764, -121.457596",38.688764,-121.457596,NA,NA,4,No Churn
3214-IYUUQ,1,Male,NA,No,NA,Yes,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
7816-VGHTO,NA,Male,36,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Competitor
7951-QKZPL,1,NA,48,No,NA,NA,No,0,United States,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473,532,46171,NA,No Churn
4062-HBMOS,1,Female,72,No,NA,No,No,0,United States,California,Ojai,NA,"34.581308, -118.931948",34.581308,-118.931948,NA,NA,3,No Churn
4948-WBBKL,1,Female,23,Yes,No,NA,No,NA,United States,NA,Canyon Country,91351,"34.422519, -118.420717",34.422519,-118.420717,210,59259,NA,Attitude
9209-NWPGU,1,Female,49,No,No,No,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
6563-VRERX,1,Female,38,No,No,Yes,NA,2,United States,California,Orange,92867,"33.81859, -117.821288",33.81859,-117.821288,604,40915,4,No Churn
6907-FLBER,1,Male,41,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
0799-DDIHE,1,Female,66,No,Yes,No,No,0,United States,California,Buena Park,90620,"33.845706, -118.012204",33.845706,-118.012204,119,44442,NA,NA
7663-RGWBC,1,Male,59,No,No,Yes,No,NA,United States,California,Palm Desert,92260,"33.694501, -116.412711",33.694501,-116.412711,413,29340,3,NA
7233-DRTRF,1,Female,46,No,No,No,No,0,United States,California,Hickman,95323,"37.605926, -120.69955",37.605926,NA,1202,1055,NA,No Churn
4827-USJHP,NA,Male,61,No,NA,No,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7047-YXDMZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0191-EQUUH,1,Female,21,Yes,No,Yes,No,NA,United States,California,NA,93536,"34.741406, -118.38111",34.741406,-118.38111,771,49309,3,No Churn
6861-XWTWQ,1,NA,NA,NA,No,Yes,No,0,United States,California,Piru,NA,"34.432843, -118.730106",34.432843,NA,NA,NA,1,Attitude
0323-XWWTN,1,NA,78,No,Yes,Yes,No,0,NA,California,Raisin City,93652,"36.594542, -119.905245",36.594542,NA,829,265,NA,No Churn
7089-XXAYG,1,Female,38,No,NA,No,No,0,United States,California,Fair Oaks,95628,"38.652065, -121.25441",38.652065,-121.25441,1385,40750,4,No Churn
6941-PMGEP,1,Female,NA,Yes,No,Yes,No,0,United States,California,San Diego,92108,"32.774046, -117.142454",32.774046,-117.142454,360,11650,3,No Churn
8069-RHUXK,NA,Male,24,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
8727-XDPUD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5519-TEEUH,1,NA,33,No,NA,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
5201-USSQZ,1,Female,NA,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
9601-BRXPO,1,Female,42,No,No,No,No,0,United States,California,Tuolumne,95379,NA,37.939768,-120.188002,1240,3979,5,No Churn
0754-EEBDC,1,Female,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Price
9873-MNDKV,1,Female,57,No,No,No,No,0,United States,California,Duncans Mills,95430,"38.445603, -123.063756",38.445603,-123.063756,1270,187,3,No Churn
6924-TDGMT,1,Female,56,No,No,No,No,0,United States,California,Belvedere Tiburon,94920,"37.885629, -122.46858",37.885629,-122.46858,1050,13065,3,No Churn
3945-GFWQL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7691-XVTZH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4973-MGTON,NA,Female,24,Yes,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
5357-TZHPP,1,Male,40,No,No,Yes,No,0,United States,NA,Stonyford,95979,"39.288127, -122.415841",39.288127,-122.415841,1549,844,3,No Churn
9297-FVVDH,1,Male,NA,No,No,Yes,No,0,NA,California,San Diego,92130,"32.957195, -117.202542",NA,-117.202542,380,28201,1,NA
5206-XZZQI,1,Male,22,Yes,No,Yes,Yes,NA,United States,California,Five Points,93624,"36.397745, -120.119911",36.397745,-120.119911,808,1852,3,No Churn
2623-DRYAM,1,Male,30,NA,No,No,NA,0,United States,California,NA,92305,"34.1678, -116.86433",34.1678,-116.86433,434,301,NA,NA
2056-EVGZL,1,Female,35,No,No,Yes,No,0,United States,California,Arroyo Grande,93420,"35.176236, -120.483243",35.176236,NA,718,24499,3,NA
2361-UPSND,1,Female,25,Yes,No,No,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
